fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2025-02-01,B228,"PALMA, PUERTO",BALEARES,3,11.0,5.9,9.0,22:50:00,12.9,12:10:00,06,1.1,6.4,19:40,1.7,1025.0,00:00:00,1018.7,17:00:00,84.0,91.0,15:40:00,65.0,11:40:00
2025-02-02,B228,"PALMA, PUERTO",BALEARES,3,11.8,0.3,9.2,00:30:00,14.5,12:00:00,35,1.9,8.6,13:30,3.3,1020.3,,1016.1,14:00:00,73.0,85.0,00:50:00,56.0,11:30:00
2025-02-03,B228,"PALMA, PUERTO",BALEARES,3,12.8,0.0,8.4,23:59:00,17.3,12:50:00,33,1.4,7.8,15:30,7.9,1025.0,,1019.6,03:00:00,58.0,81.0,07:30:00,32.0,13:40:00
2025-02-04,B228,"PALMA, PUERTO",BALEARES,3,12.0,0.0,7.1,03:30:00,17.0,13:10:00,22,0.8,4.4,13:20,7.4,1029.8,,1024.9,00:00:00,70.0,88.0,07:20:00,53.0,14:00:00
2025-02-05,B228,"PALMA, PUERTO",BALEARES,3,12.4,0.0,7.3,06:50:00,17.5,12:10:00,23,0.6,5.8,14:50,7.8,1032.0,10:00:00,1029.6,01:00:00,73.0,91.0,,36.0,12:00:00
2025-02-06,B228,"PALMA, PUERTO",BALEARES,3,12.0,0.0,8.1,05:40:00,15.9,13:40:00,36,1.7,8.1,12:10,7.9,1030.6,00:00:00,1024.5,,59.0,83.0,02:10:00,37.0,12:20:00
2025-02-07,B228,"PALMA, PUERTO",BALEARES,3,11.6,0.5,7.4,04:50:00,15.7,11:50:00,99,1.7,8.1,Varias,7.9,1024.5,00:00:00,1019.3,16:00:00,71.0,91.0,,53.0,14:30:00
2025-02-08,B228,"PALMA, PUERTO",BALEARES,3,12.0,3.4,7.6,23:30:00,16.4,09:50:00,34,4.2,11.9,12:00,5.9,1024.9,,1016.8,,66.0,89.0,07:30:00,48.0,14:00:00
2025-02-09,B228,"PALMA, PUERTO",BALEARES,3,11.6,0.0,6.4,07:00:00,16.9,12:30:00,22,1.4,8.9,13:20,7.8,1026.7,,1024.5,03:00:00,68.0,87.0,03:20:00,52.0,12:30:00
2025-02-10,B228,"PALMA, PUERTO",BALEARES,3,12.8,0.0,9.1,06:50:00,16.5,12:30:00,18,1.1,5.3,16:20,6.7,1025.8,00:00:00,1021.7,,75.0,87.0,,61.0,11:30:00
2025-02-11,B228,"PALMA, PUERTO",BALEARES,3,14.5,0.0,10.8,07:20:00,18.2,13:10:00,18,0.8,4.4,13:20,8.0,1021.7,00:00:00,1017.7,16:00:00,78.0,94.0,23:40:00,63.0,12:30:00
2025-02-12,B228,"PALMA, PUERTO",BALEARES,3,13.5,0.0,10.0,03:20:00,17.0,12:20:00,22,0.8,5.8,15:50,5.4,1018.1,00:00:00,1013.4,15:00:00,84.0,95.0,02:50:00,77.0,11:30:00
2025-02-13,B228,"PALMA, PUERTO",BALEARES,3,13.8,0.4,10.4,23:59:00,17.1,13:20:00,33,2.5,10.0,14:20,5.2,1019.6,,1014.6,,75.0,93.0,,61.0,13:00:00
2025-02-14,B228,"PALMA, PUERTO",BALEARES,3,13.9,0.0,9.0,04:30:00,18.8,13:00:00,24,1.9,8.6,13:10,6.8,1019.5,00:00:00,1014.6,16:00:00,80.0,95.0,,64.0,
2025-02-15,B228,"PALMA, PUERTO",BALEARES,3,14.3,0.0,10.8,07:10:00,17.8,12:40:00,17,1.4,7.8,14:10,7.3,1017.2,09:00:00,1014.3,16:00:00,75.0,91.0,04:50:00,59.0,12:10:00
2025-02-16,B228,"PALMA, PUERTO",BALEARES,3,14.2,0.0,10.9,23:59:00,17.5,12:20:00,22,0.8,4.4,15:50,5.2,1015.3,,1012.7,17:00:00,83.0,96.0,23:50:00,68.0,11:50:00
2025-02-17,B228,"PALMA, PUERTO",BALEARES,3,13.6,0.0,9.7,05:00:00,17.6,13:50:00,20,1.1,5.8,14:30,8.2,1017.1,,1014.4,,89.0,98.0,04:00:00,75.0,09:30:00
2025-02-18,B228,"PALMA, PUERTO",BALEARES,3,15.2,0.0,11.8,06:20:00,18.6,13:30:00,35,0.8,4.7,22:20,5.6,1017.5,10:00:00,1014.6,16:00:00,77.0,93.0,00:30:00,63.0,23:40:00
2025-02-19,B228,"PALMA, PUERTO",BALEARES,3,16.6,0.0,11.7,04:40:00,21.4,12:10:00,35,1.7,5.8,06:40,4.6,1022.4,,1015.5,04:00:00,72.0,95.0,,58.0,12:20:00
2025-02-20,B228,"PALMA, PUERTO",BALEARES,3,15.0,0.0,11.5,04:50:00,18.4,14:30:00,34,1.1,4.4,00:30,5.6,1027.5,,1022.3,00:00:00,82.0,95.0,,69.0,14:40:00
2025-02-21,B228,"PALMA, PUERTO",BALEARES,3,15.2,0.0,13.4,22:30:00,17.1,14:40:00,19,0.8,3.3,15:10,1.9,1027.5,00:00:00,1022.7,,81.0,90.0,22:00:00,73.0,11:00:00
2025-02-22,B228,"PALMA, PUERTO",BALEARES,3,17.0,11.3,13.8,06:50:00,20.3,12:10:00,19,1.4,5.3,13:00,3.5,1022.8,00:00:00,1018.4,15:00:00,79.0,89.0,19:20:00,63.0,12:10:00
2025-02-23,B228,"PALMA, PUERTO",BALEARES,3,14.6,1.2,12.7,23:50:00,16.4,13:10:00,05,1.1,5.8,07:30,0.0,1029.7,20:00:00,1022.1,00:00:00,91.0,97.0,23:50:00,84.0,13:10:00
