fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2026-05-21,2084Y,UCERO,SORIA,960,18.8,0.0,8.3,04:48:00,29.2,15:06:00,,,,,,,,,,49.0,98.0,04:30:00,25.0,11:20:00
2026-05-21,9772X,LA POBLA DE CÉRVOLES,LLEIDA,673,21.2,0.0,12.4,04:57:00,30.0,12:37:00,,,,,,,,,,38.0,68.0,05:20:00,31.0,12:40:00
2026-05-21,4064Y,ALCAZAR DE SAN JUAN,CIUDAD REAL,640,24.2,0.0,15.5,05:25:00,33.0,15:10:00,99,2.2,7.5,Varias,,,,,,30.0,64.0,05:30:00,16.0,18:00:00
2026-05-21,7250C,ABANILLA,MURCIA,174,20.3,0.0,10.7,04:48:00,29.9,13:14:00,,,,,,,,,,39.0,84.0,05:50:00,29.0,
2026-05-21,8492X,ATZENETA DEL MAESTRAT,CASTELLON,420,20.0,0.0,10.2,04:44:00,29.8,13:32:00,99,2.2,7.5,Varias,,,,,,46.0,90.0,05:10:00,33.0,14:20:00
2026-05-21,8270X,BICORP,VALENCIA,305,22.0,0.0,12.6,04:26:00,31.4,14:25:00,12,1.7,5.8,13:40,,,,,,43.0,94.0,04:40:00,24.0,12:10:00
2026-05-21,5612X,LORA DE ESTEPA,SEVILLA,450,24.6,0.0,19.4,05:09:00,29.9,15:04:00,,,,,,,,,,27.0,38.0,,21.0,14:50:00
2026-05-21,2918Y,EL MAÍLLO,SALAMANCA,1027,20.4,0.0,13.6,02:28:00,27.2,15:38:00,15,4.7,13.9,11:00,,,,,,37.0,69.0,02:30:00,32.0,
2026-05-21,2885K,FRESNO DE SAYAGO,ZAMORA,804,19.4,0.0,10.4,05:09:00,28.4,14:53:00,20,4.2,9.2,11:10,,,,,,53.0,90.0,05:20:00,29.0,13:10:00
2026-05-21,2182C,PEDRAZA,SEGOVIA,1107,19.6,0.0,12.4,01:28:00,26.7,16:28:00,14,3.9,10.8,11:00,,,,,,35.0,69.0,01:20:00,29.0,18:00:00
2026-05-21,4520X,FREGENAL DE LA SIERRA,BADAJOZ,586,21.0,0.0,9.3,04:48:00,32.7,15:11:00,18,2.2,9.2,10:50,,,,,,36.0,93.0,04:40:00,21.0,
2026-05-21,C468X,SAN JUAN DE LA RAMBLA,STA. CRUZ DE TENERIFE,667,14.2,0.0,10.1,,18.4,11:31:00,06,1.4,4.2,13:50,,,,,,88.0,98.0,,79.0,04:50:00
2026-05-21,9302Y,TUDELA,NAVARRA,297,23.6,0.0,15.2,04:40:00,32.1,15:52:00,13,2.5,7.8,13:00,,,,,,48.0,84.0,05:00:00,32.0,17:00:00
